code	char	ids	more
U+2E204	𮈄	⿰糸攵	⿰糹攵
U+2E205	𮈅	⿰糸匁	⿰糹匁
U+2E206	𮈆	⿰糸右	⿰糹右
U+2E207	𮈇	⿰糸左	⿰糹左
U+2E208	𮈈	⿰糸平	⿰糹平
U+2E209	𮈉	⿰糸用	⿰糹用
U+2E20A	𮈊	⿰糸必	⿰糹必
U+2E20B	𮈋	⿰夸糸	
U+2E20C	𮈌	⿲糸丈丈	⿲糹丈丈
U+2E20D	𮈍	⿱共糸	
U+2E20E	𮈎	⿰糸早	⿰糹早
U+2E20F	𮈏		
U+2E210	𮈐		⿰糸𭆙 / ⿰糹𭆙
U+2E211	𮈑	⿱⿰龶刃糸	
U+2E212	𮈒	⿰糸克	⿰糹克
U+2E213	𮈓	⿳右冖糸	
U+2E214	𮈔	⿰糸系	⿰糹系
U+2E215	𮈕	⿰糸⿱䒑龰	⿰糹⿱䒑龰
U+2E216	𮈖	⿳⿻十厸冖糸	⿱⿻⿱十冖厸糸
U+2E217	𮈗	⿰糸固	⿰糹固
U+2E218	𮈘		⿰糸𦉾 / ⿰糹𦉾
U+2E219	𮈙		⿰糸𦬪 / ⿰糹𦬪
U+2E21A	𮈚	⿰糸知	⿰糹知
U+2E21B	𮈛	⿱⿰生刄糸	⿱𭃚糸
U+2E21C	𮈜	⿰糸匊	⿰糹匊
U+2E21D	𮈝	⿰糸並	⿰糹並
U+2E21E	𮈞		⿰糸𪪎 / ⿰糹𪪎
U+2E21F	𮈟	⿰糸⿶凵米	⿰糸𱐍 / ⿰糹𱐍
U+2E220	𮈠	⿰糸穸	⿰糹穸
U+2E221	𮈡	⿰糸隶	⿰糹隶
U+2E222	𮈢	⿰糸㢱	⿰糹㢱
U+2E223	𮈣		⿰糸𦊆 / ⿰糹𦊆
U+2E224	𮈤	⿰糸政	⿰糹政
U+2E225	𮈥	⿰糸歪	⿰糹歪
U+2E226	𮈦	⿰糸⿳十龷夂	⿰糸⿳卉一夊 / ⿰糹⿳卉一夊 / ⿰糸⿱⿱十龷夂
U+2E227	𮈧	⿰糸匽	⿰糹匽
U+2E228	𮈨		⿰糸⿱𠀐月 / ⿰糹⿱𠀐月
U+2E229	𮈩	⿰糸虽	⿰糹虽 / ⿰糹𧈧
U+2E22A	𮈪	⿰糸耑	⿰糹耑
U+2E22B	𮈫		⿰糸𬙙 / ⿰糹𬙙
U+2E22C	𮈬	⿰糸昜	⿰糹昜
U+2E22D	𮈭	⿰糸⿱彡耳	⿰糹⿱彡耳
U+2E22E	𮈮	⿰糸急	⿰糹急
U+2E22F	𮈯	⿰糸⿱卯心	⿰糹⿱卯心
U+2E230	𮈰	⿰糸栄	⿰糹栄
U+2E231	𮈱		⿰糸⿳⺊日⿱冖丁 / ⿰糹⿳⺊日⿱冖丁
U+2E232	𮈲		⿰糸𧴪 / ⿰糹𧴪
U+2E233	𮈳	⿰糸隻	⿰糹隻
U+2E234	𮈴	⿰糸迸	⿰糹迸
U+2E235	𮈵	⿰糸迷	⿰糹迷
U+2E236	𮈶	⿰糸㝚	⿰糹㝚
U+2E237	𮈷		⿰糸⿳丶𠀚口 / ⿰糹⿳丶𠀚口
U+2E238	𮈸		⿰糸𧴲 / ⿰糹𧴲
U+2E239	𮈹	⿰糸逑	⿰糹逑
U+2E23A	𮈺	⿰糸虖	⿰糹虖
U+2E23B	𮈻	⿰糸啚	⿰糹啚
U+2E23C	𮈼	⿰糸常	⿰糹常
U+2E23D	𮈽	⿰糸寄	⿰糹寄
U+2E23E	𮈾	⿰糸窓	⿰糹窓
U+2E23F	𮈿	⿰糸眷	⿰糹眷
U+2E240	𮉀	⿰糸商	⿰糹商
U+2E241	𮉁	⿰糸寀	⿰糹寀
U+2E242	𮉂	⿰糸晝	⿰糹晝
U+2E243	𮉃		⿰糸𢇇 / ⿰糹𢇇
U+2E244	𮉄	⿰糸絜	⿰糹絜
U+2E245	𮉅	⿰糸逸	⿰糸𨓜 / ⿰糹逸
U+2E246	𮉆	⿰糸⿳爫旧夂	⿰糸⿳爫旧夊 / ⿰糹⿳爫旧夊
U+2E247	𮉇	⿰糸営	⿰糹営
U+2E248	𮉈		⿰糸𠔥 / ⿰糹𠔥
U+2E249	𮉉	⿰糸逮	⿰糹逮
U+2E24A	𮉊	⿰糸⿳艹叵日	⿰糹⿳艹叵日 / ⿰糸⿱艹⿱叵日
U+2E24B	𮉋	⿰糸戢	⿰糹戢 / ⿰糸⿰咠戈
U+2E24C	𮉌	⿰糸筵	⿰糹筵
U+2E24D	𮉍		⿰糸𫹆 / ⿰糸⿱⺈寅 / ⿰糸⿱𠂊寅 / ⿰糹⿱⺈寅 / ⿰糸⿱⿱𠚤冖⿳一由八
U+2E24E	𮉎	⿰糸絛	⿰糹絛
U+2E24F	𮉏	⿰糸違	⿰糹違
U+2E250	𮉐	⿰糹⿸厂黒	⿰糸𠪩
U+2E251	𮉑		⿰糸𮖐 / ⿰糹𮖐
U+2E252	𮉒	⿰糸蜜	⿰糹蜜
U+2E253	𮉓	⿰糸遷	⿰糹遷 / ⿰糸⿺辶⿳襾大㔾
U+2E254	𮉔	⿱若絲	⿱若⿰糸糸
U+2E255	𮉕	⿰糸齒	⿰糹齒
U+2E256	𮉖		⿰糸𮥼 / ⿰糹𮥼
U+2E257	𮉗		⿰糸𭾐 / ⿰糹𭾐
U+2E258	𮉘	⿰糸諸	⿰糹諸
U+2E259	𮉙	⿰糸遲	⿰糹遲
U+2E25A	𮉚	⿰糸闌	⿰糹闌
U+2E25B	𮉛	⿰糸瞿	⿰糹瞿
U+2E25C	𮉜	⿰糸爵	⿰糹爵
U+2E25D	𮉝	⿰糸邊	⿰糹邊
U+2E25E	𮉞	⿰糸離	⿰糹離 / ⿰縭隹
U+2E25F	𮉟		⿰糸𪋘 / ⿰糹𪋘
U+2E260	𮉠	⿰纟九	
U+2E261	𮉡	⿰纟卢	
U+2E262	𮉢	⿰纟失	
U+2E263	𮉣	⿰纟乍	
U+2E264	𮉤	⿰纟圭	
U+2E265	𮉥	⿰纟列	
U+2E266	𮉦	⿰纟网	
U+2E267	𮉧	⿰纟两	
U+2E268	𮉨	⿰纟呙	
U+2E269	𮉩	⿰纟足	
U+2E26A	𮉪	⿰䌺又	⿰纟取
U+2E26B	𮉫	⿰纟委	
U+2E26C	𮉬	⿰纟卒	
U+2E26D	𮉭	⿰纟眉	
U+2E26E	𮉮	⿰纟崔	
U+2E26F	𮉯	⿰纟祭	
U+2E270	𮉰	⿻缶卄	⿱𠂉⿻龷山 / ⿳𠂉⿻丨龷凵
U+2E271	𮉱	⿰缶夫	
U+2E272	𮉲	⿰缶皮	
U+2E273	𮉳	⿰缶更	
U+2E274	𮉴	⿰缶坐	
U+2E275	𮉵	⿰缶㕻	
U+2E276	𮉶	⿱酋缶	
U+2E277	𮉷		⿰缶𤰇
U+2E278	𮉸		⿰缶𮥶
U+2E279	𮉹	⿰缶備	
U+2E27A	𮉺		⿱⿶⿱𦥑冖与缶 / ⿳⿴𦥑⿹⿺𠃑一丨冖缶
U+2E27B	𮉻		⿰缺𮨶
U+2E27C	𮉼	⿻舟一	⿱㇒𭁠 / ⿱丿𭁠 / ⿸丿𭁠
U+2E27D	𮉽	⿱罒弋	
U+2E27E	𮉾		⿱㓁𡕒 / ⿱㓁⿻丅𠃊
U+2E27F	𮉿	⿰罒犬	
U+2E280	𮊀	⿱今罒	⿱令罒
U+2E281	𮊁		⿱𠔿古
U+2E282	𮊂	⿱罒罒	
U+2E283	𮊃	⿱罒㐱	
U+2E284	𮊄	⿱冈民	⿱罓民
U+2E285	𮊅	⿱罒成	
U+2E286	𮊆		⿳𠂉罒犮
U+2E287	𮊇		⿱𠔿沓
U+2E288	𮊈	⿱罒注	
U+2E289	𮊉		⿱罒𬚳
U+2E28A	𮊊		⿱𠔿帝 / ⿱⿵冂𠆢帝
U+2E28B	𮊋	⿱罒軍	
U+2E28C	𮊌	⿵网⿰糸亡	⿵网𰫘
U+2E28D	𮊍	⿱罒真	⿱罒⿱直八
U+2E28E	𮊎	⿳冈旲巾	⿳冈日𫯜 / ⿳罓旲巾
U+2E28F	𮊏	⿱㓁㼌	
U+2E290	𮊐	⿱罒⿰羊毛	
U+2E291	𮊑	⿱罒浮	
U+2E292	𮊒	⿱罒䏻	⿱罒⿰䏍⿻厶二 / ⿱罒⿰䏍⿻厶⿰丿丿 / ⿱罒⿰䏍⿻厶⿱丿一 / ⿱罒⿰䏍⿻厶⿱丿丿
U+2E293	𮊓	⿱冈能	⿱罓能
U+2E294	𮊔	⿱冈惟	⿱罓惟
U+2E295	𮊕		⿳罒羽𣄼 / ⿱罒⿱羽𣄼
U+2E296	𮊖	⿳网⿰⿸尸二又火	
U+2E297	𮊗	⿱㓁巢	⿱𦉪巢 / ⿱⿵冂八巢
U+2E298	𮊘	⿱网尉	
U+2E299	𮊙	⿱罒習	
U+2E29A	𮊚	⿱罒畱	
U+2E29B	𮊛	⿱罒㲜	⿱罒⿰炎毛
U+2E29C	𮊜	⿳冈冖⿵真力	⿱⿱𠔿冖⿻⿱十且⿱八力
U+2E29D	𮊝	⿱罒⿸厂㲜	⿱罒𣯅
U+2E29E	𮊞		⿱𠔿齊
U+2E29F	𮊟	⿱罒縜	
U+2E2A0	𮊠	⿱罒騎	
U+2E2A1	𮊡	⿱罒䳬	
U+2E2A2	𮊢	⿸羊又	⿱䒑𡕟 / ⿱𦍌夂 / ⿱𦍌夊
U+2E2A3	𮊣	⿰羊久	
U+2E2A4	𮊤	⿰亡羊	
U+2E2A5	𮊥	⿰羊戊	
U+2E2A6	𮊦	⿱羊⿷兀厶	⿱羊⿺兀厶
U+2E2A7	𮊧	⿰羊⿹勹互	
U+2E2A8	𮊨	⿰养丈	
U+2E2A9	𮊩	⿰声羊	
U+2E2AA	𮊪		⿰𠦝羊
U+2E2AB	𮊫		⿱𦍌⿰禾⿺⿻㇂丿丶
U+2E2AC	𮊬	⿰羊侖	
U+2E2AD	𮊭	⿰羊底	
U+2E2AE	𮊮	⿰美光	
U+2E2AF	𮊯	⿰亭羊	
U+2E2B0	𮊰	⿱羔次	
U+2E2B1	𮊱	⿱羔羊	
U+2E2B2	𮊲	⿰羔羊	
U+2E2B3	𮊳	⿰羊臯	⿰羊⿱自⿻⿰二二十
U+2E2B4	𮊴		⿰羊𣮿
U+2E2B5	𮊵	⿳亡罒⿰羘几	⿳亡罒⿲月羊凡 / ⿵⿳亡罒⿰月凡羊
U+2E2B6	𮊶	⿰各養	
U+2E2B7	𮊷	⿳⿺乚二罒⿲月羊丮	⿳⿺𠃊二罒⿰羘丮 / ⿵⿳𬼖罒⿰月丮羊 / ⿳⿺𠃊𠄠罒⿲月羊丮
U+2E2B8	𮊸	⿱羽日	⿱⿰彐彐日 / ⿱⿰𫜹𫜹日
U+2E2B9	𮊹	⿰中羽	
U+2E2BA	𮊺	⿰分羽	
U+2E2BB	𮊻	⿰羽攵	
U+2E2BC	𮊼	⿰民羽	
U+2E2BD	𮊽	⿰羽成	
U+2E2BE	𮊾	⿱羽共	
U+2E2BF	𮊿		⿱羽𠇍 / ⿱⿰彐彐𠇍 / ⿱⿰𫜹𫜹𠇍 / ⿱⿰⿹𠃌𰀪⿹𠃌𰀪𠇍
U+2E2C0	𮋀	⿱⿰彐彐⿱人⿰丿⿰丨⿱丿乀	⿱羽⿻𠆤⿰丶⿱丿乀
U+2E2C1	𮋁	⿱羽合	
U+2E2C2	𮋂	⿱羽交	
U+2E2C3	𮋃	⿺克羽	
U+2E2C4	𮋄	⿰夾羽	
U+2E2C5	𮋅	⿱臤羽	
U+2E2C6	𮋆	⿱杳羽	
U+2E2C7	𮋇	⿰戔羽	
U+2E2C8	𮋈	⿰享羽	
U+2E2C9	𮋉	⿰⿱白丰羽	
U+2E2CA	𮋊	⿰矦羽	
U+2E2CB	𮋋	⿰皇羽	
U+2E2CC	𮋌	⿰羽宣	
U+2E2CD	𮋍	⿰惠羽	
U+2E2CE	𮋎	⿱羽鬲	
U+2E2CF	𮋏		⿰⿱罒𣱳羽
U+2E2D0	𮋐		⿱𡨄羽
U+2E2D1	𮋑		⿰⿱𢆶匹羽
U+2E2D2	𮋒	⿰畨羽	⿰畨⿰⿹𠃌𠄠⿹𠃌𠄠
U+2E2D3	𮋓		⿰羽𢇇
U+2E2D4	𮋔	⿰零羽	
U+2E2D5	𮋕	⿰羽肅	
U+2E2D6	𮋖		⿰𠦝翕
U+2E2D7	𮋗	⿱䟽羽	
U+2E2D8	𮋘	⿰賛羽	
U+2E2D9	𮋙		⿰𠦝⿳大𠮛羽
U+2E2DA	𮋚	⿰⿱出光翟	
U+2E2DB	𮋛	⿱老可	
U+2E2DC	𮋜	⿰老吉	
U+2E2DD	𮋝	⿱耂㫖	⿸耂㫖 / ⿱⿱耂上日
U+2E2DE	𮋞	⿰老味	⿺𰭧味 / ⿰⿸耂乚味 / ⿺⿱耂乚味
U+2E2DF	𮋟	⿰耑叐	
U+2E2E0	𮋠	⿱流而	
U+2E2E1	𮋡		
U+2E2E2	𮋢		⿰𦓔⿱少⿱⺈兄 / ⿰𦓔⿱少⿱𠂊兄
U+2E2E3	𮋣	⿰耒乃	
U+2E2E4	𮋤	⿰耒分	
U+2E2E5	𮋥	⿰耒末	
U+2E2E6	𮋦	⿰耒目	
U+2E2E7	𮋧		⿰耒𠮦
U+2E2E8	𮋨	⿰耒老	
U+2E2E9	𮋩	⿰耒字	
U+2E2EA	𮋪	⿰耒妥	
U+2E2EB	𮋫	⿰耕劳	
U+2E2EC	𮋬	⿰耳义	
U+2E2ED	𮋭	⿰耳也	
U+2E2EE	𮋮	⿰耳太	
U+2E2EF	𮋯	⿰耳尼	
U+2E2F0	𮋰	⿰耳夋	
U+2E2F1	𮋱		⿰耳𠯳
U+2E2F2	𮋲	⿰耳完	
U+2E2F3	𮋳	⿰耳來	
U+2E2F4	𮋴	⿲耳目弓	
U+2E2F5	𮋵	⿰耳妾	
U+2E2F6	𮋶	⿰耳枼	
U+2E2F7	𮋷	⿰耳独	
U+2E2F8	𮋸	⿲耳玄斗	
U+2E2F9	𮋹	⿱従耳	
U+2E2FA	𮋺	⿱殹耳	
U+2E2FB	𮋻		⿱𭮶耳
U+2E2FC	𮋼	⿰耳聚	
U+2E2FD	𮋽		⿱𠼗耳
U+2E2FE	𮋾	⿱⿰壴⿱山夂耳	
U+2E2FF	𮋿	⿰耳賣	⿰耳𧶠
U+2E300	𮌀	⿰耳聶	
U+2E301	𮌁	⿸聿丶	⿸⿻丨⿱𠃍亖丶 / ⿻⿳乛一三⿸丨丶
U+2E302	𮌂	⿻聿儿	⿻肀⿲丿二乚
U+2E303	𮌃		⿱聿𠀃 / ⿱⿱𦘒一𠀃
U+2E304	𮌄		⿻帇⿰𬼽𬼽 / ⿻肀⿵冂⿰𬼽𬼽
U+2E305	𮌅	⿰甚聿	
U+2E306	𮌆	⿻⿻帇一⿰⿱丄丅⿱丄丅	⿻𦘒⿵冂⿰⿱丄丅⿱丄丅 / ⿻𦘒⿵冂⿰⿱丨𬼽⿱丨𬼽
U+2E307	𮌇	⿵⿻冂丨⿰㇇丶	
U+2E308	𮌈	⿱上月	⿱上⺝
U+2E309	𮌉	⿱夕肉	
U+2E30A	𮌊	⿰肉也	
U+2E30B	𮌋	⿰月㕚	⿰月叉
U+2E30C	𮌌	⿰月业	
U+2E30D	𮌍	⿰月匃	⿰⺼匃
U+2E30E	𮌎	⿱匃月	⿱匃⺝ / ⿱匃⺼
U+2E30F	𮌏	⿰月⿱丷弓	
U+2E310	𮌐	⿱龹月	⿱𠔉⺝ / ⿱𠔉⺼ / ⿱𠔉月
U+2E311	𮌑	⿰肉亥	
U+2E312	𮌒		⿰月𣎽
U+2E313	𮌓	⿰月⿻未丨	⿰⺼𰗐 / ⿰月𰗐 / ⿰月⿻未丶
U+2E314	𮌔	⿳亠口肎	⿳丶𠮛肎 / ⿱⿳亠口冖月 / ⿱⿱⿱亠口冖月
U+2E315	𮌕	⿰肉麦	
U+2E316	𮌖	⿰月㫖	
U+2E317	𮌗	⿰月⿱山比	
U+2E318	𮌘	⿰月足	
U+2E319	𮌙	⿰肩大	
U+2E31A	𮌚	⿰月匋	⿰月⿹勹𦈢
U+2E31B	𮌛	⿰䏍⿱土山	
U+2E31C	𮌜	⿰肉夌	⿰肉⿱圥夊
U+2E31D	𮌝	⿰月易	
U+2E31E	𮌞	⿰月肴	
U+2E31F	𮌟	⿰月妾	
U+2E320	𮌠	⿰月於	
U+2E321	𮌡	⿰月背	
U+2E322	𮌢	⿰月⿱匇心	
U+2E323	𮌣	⿰月⿸广帇	
U+2E324	𮌤		⿰月𠫵
U+2E325	𮌥	⿰月柬	⿰⺼柬
U+2E326	𮌦	⿸脛巾	⿰月⿱巠巾
U+2E327	𮌧	⿰月候	
U+2E328	𮌨	⿰月逄	
U+2E329	𮌩	⿳亾口䏎	⿳亾口⿰月丮 / ⿳亾口⿰月卂 / ⿱⿱亾口⿰月丮 / ⿳⿺𠃊人口⿰月丮
U+2E32A	𮌪	⿰月桀	
U+2E32B	𮌫		⿰育⿱一𠫝 / ⿰育⿱𠫔𫶧
U+2E32C	𮌬	⿰弟肙	
U+2E32D	𮌭	⿱羔月	⿱羔⺝
U+2E32E	𮌮	⿰月⿻兰氺	⿰月𣴎
U+2E32F	𮌯	⿰月脅	
U+2E330	𮌰		⿰月𥙊
U+2E331	𮌱	⿰背共	
U+2E332	𮌲	⿰月堅	
U+2E333	𮌳	⿱敖月	⿱敖⺝ / ⿱⿰𫠤攵⺝
U+2E334	𮌴	⿰月崑	
U+2E335	𮌵	⿰月荼	⿰月⿱艹余 / ⿰月⿳艹𠆢⿱一木
U+2E336	𮌶	⿰月處	
U+2E337	𮌷		⿰月⿱𠂉𰥓 / ⿰月⿳𠂉目勿
U+2E338	𮌸	⿰月⿸戶甫	⿰月⿸户甫
U+2E339	𮌹	⿰月梁	
U+2E33A	𮌺	⿰月喜	
U+2E33B	𮌻	⿰月雲	
U+2E33C	𮌼	⿰月㪚	⿰腊攵
U+2E33D	𮌽	⿰背告	
U+2E33E	𮌾	⿰腐丑	
U+2E33F	𮌿	⿱粥肉	
U+2E340	𮍀		⿰月𫹆 / ⿰月⿱⺈寅 / ⿰月⿱𠂊寅 / ⿰月⿱⿱𠚤冖⿳一由八
U+2E341	𮍁		⿰月⿱亠𭾱 / ⿰月⿱十𭾱
U+2E342	𮍂	⿰古䐎	⿰胡是
U+2E343	𮍃	⿰月甄	
U+2E344	𮍄	⿰月臧	
U+2E345	𮍅	⿰莫肙	
U+2E346	𮍆		⿰月⿳艹𦉪戍 / ⿰月⿱艹⿱𦉪戍
U+2E347	𮍇	⿰月䴡	
U+2E348	𮍈	⿱鋠月	⿱鋠⺝
U+2E349	𮍉	⿰肉⿱⿰幺助⿺凢力	
U+2E34A	𮍊	⿰月親	
U+2E34B	𮍋	⿰慕胃	
U+2E34C	𮍌		
U+2E34D	𮍍		⿰𮍌又
U+2E34E	𮍎		⿸𤕫臣
U+2E34F	𮍏	⿵戊臣	
U+2E350	𮍐		⿵戕𮍌 / ⿰⿱𠃊丆⿵戊𮍌
U+2E351	𮍑	⿰臣知	
U+2E352	𮍒	⿱丶⿵⿰冫戊臣	⿱丶⿰冫𮍏
U+2E353	𮍓	⿰臣⿱日羽	⿰臣𦐇
U+2E354	𮍔	⿱自分	
U+2E355	𮍕	⿱自爪	
U+2E356	𮍖	⿱自⿸厂彡	
U+2E357	𮍗	⿰自左	
U+2E358	𮍘	⿰自句	
U+2E359	𮍙		⿱自𠇊 / ⿱自⿰亻𧘇
U+2E35A	𮍚	⿰自曵	
U+2E35B	𮍛	⿳自㓁口	⿳自冖㕣
U+2E35C	𮍜	⿱自兒	
U+2E35D	𮍝	⿰臬⿱臼王	⿰臬⿻𬛸一
U+2E35E	𮍞	⿳自⿰自自十	⿱⿱自⿰自自十
U+2E35F	𮍟	⿰自爵	
U+2E360	𮍠		⿰至𭣔
U+2E361	𮍡	⿰至反	
U+2E362	𮍢	⿱龹至	⿱𠔉至
U+2E363	𮍣	⿰至奉	
U+2E364	𮍤		⿳⿴𦥑同冖至 / ⿱⿱⿴𦥑同冖至 / ⿱⿶⿱𦥑冖同至
U+2E365	𮍥		⿱𠂉𦥑
U+2E366	𮍦		⿱臼𧘇
U+2E367	𮍧		⿱𦥑文
U+2E368	𮍨	⿱龹臼	⿱𠔉臼
U+2E369	𮍩	⿰幵兒	⿰开兒
U+2E36A	𮍪	⿳臼八王	
U+2E36B	𮍫		⿳⿴𦥑夕一八 / ⿶⿳𦥑一八夕
U+2E36C	𮍬		⿳⿴𦥑𰃦一八 / ⿳⿴𦥑⿱丿冂一八 / ⿶⿳𦥑一八⿱丿冂
U+2E36D	𮍭		⿳⿴𦥑歹一八 / ⿶⿳𦥑一八歹
U+2E36E	𮍮		⿳⿴𦥑水一八 / ⿶⿳𦥑一八水
U+2E36F	𮍯		⿱臼𧠆
U+2E370	𮍰		⿳⿴𦥑臼一八 / ⿶⿳𦥑一八臼
U+2E371	𮍱		⿳⿴𦥑米一八 / ⿶⿳𦥑一八米
U+2E372	𮍲		⿳⿴𦥑同冖𪟊 / ⿳⿱⿴𦥑同冖𦣻分 / ⿱⿶⿱𦥑冖同⿱𦣻分 / ⿱⿶⿱𦥑冖同⿱⿱丆且分
U+2E373	𮍳		⿳𦥯女⿰安安
U+2E374	𮍴	⿰舌万	
U+2E375	𮍵	⿰舌乞	
U+2E376	𮍶	⿰舌令	
U+2E377	𮍷	⿰舌司	
U+2E378	𮍸	⿰舍史	
U+2E379	𮍹	⿱丷⿸厂⿱比舌	
U+2E37A	𮍺	⿰舌甚	
U+2E37B	𮍻	⿰曷舌	
U+2E37C	𮍼	⿰舌复	
U+2E37D	𮍽	⿰舌弯	
U+2E37E	𮍾	⿰舌畓	
U+2E37F	𮍿	⿸幹口	⿰𠦝舍
U+2E380	𮎀	⿰舌轉	
U+2E381	𮎁	⿱旡舛	
U+2E382	𮎂	⿱䜌舛	
U+2E383	𮎃	⿰舟冗	
U+2E384	𮎄	⿰舟六	
U+2E385	𮎅	⿰舟⿷尢厶	⿰舟𡯆
U+2E386	𮎆		⿰舟𪠲
U+2E387	𮎇	⿰舟乎	
U+2E388	𮎈	⿰舟丘	
U+2E389	𮎉	⿰舟世	
U+2E38A	𮎊	⿰舟乏	
U+2E38B	𮎋	⿰舟百	
U+2E38C	𮎌	⿰舟自	
U+2E38D	𮎍	⿰舟寿	
U+2E38E	𮎎	⿰舟吕	⿰舟呂
U+2E38F	𮎏	⿰舟呈	
U+2E390	𮎐	⿰舟谷	
U+2E391	𮎑	⿰舟㝎	
U+2E392	𮎒	⿰舟典	
U+2E393	𮎓	⿰舟宝	
U+2E394	𮎔	⿰舟盖	⿰舟⿱羊皿
U+2E395	𮎕	⿰舟賓	
U+2E396	𮎖	⿰舟⿻奭一	⿰舟𠁗
U+2E397	𮎗		⿰舟𭾐
U+2E398	𮎘	⿰良伞	⿰⿱丶⿸⿴巳一丶伞
U+2E399	𮎙	⿰幸艮	
U+2E39A	𮎚		⿰𠶮艮
U+2E39B	𮎛		⿱⺈巳 / ⿱𠂊巳
U+2E39C	𮎜		⿱𠂉巴
U+2E39D	𮎝	⿺色亮	
U+2E39E	𮎞	⿰奭色	⿰⿻大皕色
U+2E39F	𮎟	⿱艹月	⿱艹⺝
U+2E3A0	𮎠	⿱艹匂	⿹𬜠匕
U+2E3A1	𮎡	⿱艹仃	
U+2E3A2	𮎢	⿱艹収	
U+2E3A3	𮎣	⿱艹⿱日乚	⿱艹𢀳 / ⿱艹⿴巳一
U+2E3A4	𮎤	⿱艹禸	
U+2E3A5	𮎥	⿱艹仝	⿱𦫸工
U+2E3A6	𮎦	⿻苂一	⿻𦫸䒑 / ⿱艹⿻丷大
U+2E3A7	𮎧	⿱䒑央	⿳丷⿻工冂八
U+2E3A8	𮎨	⿱芖巳	⿳艹大巳
U+2E3A9	𮎩	⿱艹百	⿱龷白 / ⿱𦫺日
U+2E3AA	𮎪	⿻芙丷	⿱艹⿻夫丷
U+2E3AB	𮎫	⿱艹吏	
U+2E3AC	𮎬		⿱艹𠂢
U+2E3AD	𮎭		⿱艹𪱙
U+2E3AE	𮎮	⿱艹兆	
U+2E3AF	𮎯	⿱艹⿹勹仌	
U+2E3B0	𮎰	⿱艹㠩	
U+2E3B1	𮎱		⿱艹𠇊
U+2E3B2	𮎲	⿱艹癿	
U+2E3B3	𮎳		
U+2E3B4	𮎴	⿱艹旭	
U+2E3B5	𮎵		⿱艹𬻻
U+2E3B6	𮎶	⿱艹⿸广千	
U+2E3B7	𮎷		⿱艹⿰氵𬼖 / ⿱艹⿰氵⿺𠃊二
U+2E3B8	𮎸	⿳艹宀千	⿱艹⿱宀千
U+2E3B9	𮎹	⿳龷口土	⿳艹𠮛土
U+2E3BA	𮎺	⿱艹呈	⿱𦬅王 / ⿱艹⿱口王
U+2E3BB	𮎻		⿱𰰤𫶧 / ⿳艹区𫶧 / ⿱艹⿱区𫶧
U+2E3BC	𮎼	⿱艹⿰匚臣	
U+2E3BD	𮎽		⿱艹⿺𠃊臣
U+2E3BE	𮎾	⿳龷厶天	⿳艹𠫔天
U+2E3BF	𮎿		⿱艹⿺𠃊⿻天丷
U+2E3C0	𮏀	⿱艹麦	
U+2E3C1	𮏁		⿱艹𭆃
U+2E3C2	𮏂	⿱艹形	
U+2E3C3	𮏃	⿱龷艮	
U+2E3C4	𮏄	⿱艹困	
U+2E3C5	𮏅	⿱艹灸	
U+2E3C6	𮏆	⿰苟九	
U+2E3C7	𮏇		⿳艹凶𫶧
U+2E3C8	𮏈	⿱艹但	
U+2E3C9	𮏉	⿳艹公夂	⿱𦬘夊 / ⿳艹公夊
U+2E3CA	𮏊	⿱艹兵	⿱茊八
U+2E3CB	𮏋	⿱艹⿱宂又	⿱艹𥤦
U+2E3CC	𮏌		⿳艹𠫓大
U+2E3CD	𮏍		⿱艹𣲩
U+2E3CE	𮏎	⿳艹宀戈	
U+2E3CF	𮏏	⿳䒔人土	⿱艹𪢾 / ⿳艹八𱎛
U+2E3D0	𮏐	⿱艹⿹勹共	⿹𬜠共
U+2E3D1	𮏑		⿱艹𭓩
U+2E3D2	𮏒		⿱艹𬎾
U+2E3D3	𮏓	⿳艹五五	⿱𫇩五 / ⿱艹⿱五五
U+2E3D4	𮏔	⿱艹尭	
U+2E3D5	𮏕	⿱艹⿷匚吊	
U+2E3D6	𮏖	⿳龷䒑夫	⿳艹𰀆夫 / ⿱龷⿱䒑夫
U+2E3D7	𮏗	⿱艹㘠	
U+2E3D8	𮏘	⿱艹⿸厃巴	
U+2E3D9	𮏙	⿱艹⿺辶壬	⿱艹𨑳
U+2E3DA	𮏚	⿱艹昏	
U+2E3DB	𮏛	⿱艹狗	
U+2E3DC	𮏜	⿱艹狍	
U+2E3DD	𮏝	⿱艹沾	
U+2E3DE	𮏞		⿱⿷芒㐅𫶧 / ⿳艹⿷亡㐅𫶧
U+2E3DF	𮏟	⿱艹⿰氵叐	
U+2E3E0	𮏠	⿱艹⿰氵代	
U+2E3E1	𮏡	⿰苾也	
U+2E3E2	𮏢		⿱艹𭒽
U+2E3E3	𮏣		⿳艹𠀎𧘇 / ⿱艹⿱𠀎𧘇
U+2E3E4	𮏤	⿱茴土	
U+2E3E5	𮏥	⿱苗日	⿱艹𭥫
U+2E3E6	𮏦	⿱苩木	⿱艹𣐩 / ⿻𦯑人 / ⿱艹⿱白木
U+2E3E7	𮏧	⿱艹室	
U+2E3E8	𮏨	⿳艹叵月	⿳艹叵⺝ / ⿱艹⿱叵⺝ / ⿱艹⿱叵月
